id,Book_title,Author,ISBN-10,ISBN-13,Category,Description,Cover_link
256,Trigonometry Essentials Practice Workbook with Answers: Master Basic Trig Skills: Improve Your Math Fluency Series,Chris McMullen,1477497781,978-1477497784,Mathematics,"WHAT TO EXPECT: This is a workbook designed to offer plenty of practice with essential skills. It is not a textbook designed to teach trigonometry, but a workbook designed to supplement a student's instruction in trigonometry. Examples and a brief description of the concepts are included to serve as a quick refresher and a guide. If you need more instruction, you should use this workbook in combination with a textbook. The last chapter involves applications of trig identities, which is a challenging topic that will mostly interest more advanced students. A few chapters are intended to help students memorize the trig functions of common angles like 30, 150, or 315 degrees, which will be especially useful for students who may take exams without a calculator (that's the case with the MCAT and many math and science courses). There may be more practice than many students need, which is much better than having too little practice. Any extra pages may be helpful for teachers or parents with multiple children.

DESCRIPTION: This Trigonometry Essentials Practice Workbook with Answers provides ample practice for developing fluency in very fundamental trigonometry skills. Every problem can be answered without a calculator, which is very helpful for students who aren't allowed to use a calculator. This is the case in some trig and physics courses, as well as some standardized exams (like the MCAT).

CONTENTS: This workbook is conveniently divided up into 11 chapters so that students can focus on one trigonometry skill at a time. Skills include the following:
converting between degrees and radians;
expressing sine, cosine, tangent, secant, cosecant, and cotangent as fractions by looking at right triangles;
solving for unknown sides and angles in 45°-45°-90° and 30°-60°-90° right triangles;
determining the sine, cosine, tangent, secant, cosecant, and cotangent of multiples of 30° and 45° up to 360° (working with both degrees and radians);
practice finding the reference angle for angles in Quadrants II, III, and IV;
finding the inverse trig functions;
applying the law of sines and the law of cosines to solve for unknown sides and angles in acute and obtuse triangles;
solving problems with trig identities (like the angle sum and difference formulas);
and solving algebraic equations that feature basic trig functions.","https://images-na.ssl-images-amazon.com/images/I/516yzXwqZQL._SX398_BO1,204,203,200_.jpg"
257,Essential Calculus Skills Practice Workbook with Full Solutions,Chris McMullen,1941691242,978-1941691243,Mathematics,"The author, Chris McMullen, Ph.D., has over twenty years of experience teaching math skills to physics students. He prepared this comprehensive workbook (with full solutions to every problem) to share his strategies for mastering calculus. This workbook covers a variety of essential calculus skills , including: derivatives of polynomials, trig functions, exponentials, and logarithms the chain rule, product rule, and quotient rule second derivatives how to find the extreme values of a function limits, including l'Hopital's rule antiderivatives of polynomials, trig functions, exponentials, and logarithms definite and indefinite integrals techniques of integration, including substitution, trig sub, and integration by parts multiple integrals The goal of this workbook isn't to cover every possible topic from calculus, but to focus on the most essential skills needed to apply calculus to other subjects, such as physics or engineering.","https://images-na.ssl-images-amazon.com/images/I/41zVPI0Sq7S._SX398_BO1,204,203,200_.jpg"
258,The Humongous Book of Calculus Problems (Humongous Books),W. Michael Kelley,1592575129,978-1592575121,Mathematics,"The only way to learn calculus is to do calculus problems. Lots of them!

And that's what you get in this book—more calculus problems than your worst nightmare—but with a BIG difference. Award-winning calculus teacher W. Michael Kelley has been through the whole book and made a ton of notes, so you get:

• 1,000 problems with comprehensive solutions
• Annotated notes throughout the text, clarifying exactly what's being asked
• Really detailed answers (no more skipped steps!)
• Extra explanations that make what's baffling perfectly clear
• Pointers to other problems that show skills you need

And all of the major players are here: limits, continuity, derivatives, integrals, tangent lines, velocity, acceleration, area, volume, infinite series—even the really tough stuff like epsilon-delta proofs and formal Riemann sums.","https://images-na.ssl-images-amazon.com/images/I/51K61QI-MPL._SX389_BO1,204,203,200_.jpg"
259,The Humongous Book of Trigonometry Problems: 750 Trigonometry Problems with Comprehensive Solutions for All Major Topics (Humongous Books),W. Michael Kelley,1615641823,978-1615641826,Mathematics,"Most math and science study guides are a reflection of the college professors who write them-dry, difficult, and pretentious. ""The Humongous Book of Trigonometry Problems"" is the exception. Author Mike Kelley has taken what appears to be a typical trigonometry workbook, chock full of solved problems -- more than 750 -- and made notes in the margins adding missing steps and simplifying concepts and solutions, so what would be baffling to students is made perfectly clear. No longer will befuddled students wonder where a particular answer came from or have to rely on trial and error to solve problems. And by learning how to interpret and solve problems as they are presented in a standard trigonometry course, students become fully prepared to solve those difficult, obscure problems that were never discussed in class but always seem to find their way onto exams.","https://images-na.ssl-images-amazon.com/images/I/51k9EQDTozL._SX380_BO1,204,203,200_.jpg"
260,Calculus: An Intuitive and Physical Approach (Second Edition),Morris Kline,486404536,978-0486404530,Mathematics,"Application-oriented introduction relates the subject as closely as possible to science. In-depth explorations of the derivative, the differentiation and integration of the powers of x, and theorems on differentiation and antidifferentiation lead to a definition of the chain rule and examinations of trigonometric functions, logarithmic and exponential functions, techniques of integration, polar coordinates, much more. Clear-cut explanations, numerous drills, illustrative examples. 1967 edition. Solution guide available upon request.","https://images-na.ssl-images-amazon.com/images/I/51A6RbzhwAL._SX330_BO1,204,203,200_.jpg"
261,Buy Then Build: How Acquisition Entrepreneurs Outsmart the Startup Game,Walker Deibel,1544501137,978-1544501130,Business,"Entrepreneurs have a problem: startups. Almost all startups either fail or never truly reach a sustainable size. Despite the popularity of entrepreneurship, we haven't engineered a better way to start. ...Until now.What if you could skip the startup phase and generate profitable revenue on day one?In Buy Then Build, acquisition entrepreneur Walker Deibel shows you how to begin with a sustainable, profitable company and grow from there. You'll learn how to: ● Buy an existing company rather than starting from scratch● Use ownership as a path to financial independence● Spend a fraction of the time raising capital● Find great brokers, generate your own ""deal flow,"" and see new listings early● Uncover the best opportunities and biggest risks of any company● Navigate the acquisition process● Become a successful acquisition entrepreneur● And moreBuy Then Build is your guide to outsmart the startup game, live the entrepreneurial lifestyle, and reap the financial rewards of ownership now.","https://images-na.ssl-images-amazon.com/images/I/41Nz5axoMkL._SX322_BO1,204,203,200_.jpg"
262,"HBR Guide to Buying a Small Business: Think Big, Buy Small, Own Your Own Company (HBR Guide Series)","Richard S. Ruback, Royce Yudkoff",B01KP33K4Y,978-1633692503,Business,"Are you looking for an alternative to a career path at a big firm? Does founding your own start-up seem too risky? There is a radical third path open to you: You can buy a small business and run it as CEO. Purchasing a small company offers significant financial rewardsas well as personal and professional fulfillment. Leading a firm means you can be your own boss, put your executive skills to work, fashion a company environment that meets your own needs, and profit directly from your success. But finding the right business to buy and closing the deal isn't always easy. In the HBR Guide to Buying a Small Business , Harvard Business School professors Richard Ruback and Royce Yudkoff help you: Determine if this path is right for you Raise capital for your acquisition Find and evaluate the right prospects Avoid the pitfalls that could derail your search Understand why a """"dull"""" business might be the best investment Negotiate a potential deal with the seller Avoid deals that fall through at the last minute","https://images-na.ssl-images-amazon.com/images/I/41TZzlpv4QL._SX276_BO1,204,203,200_.jpg"
263,How to Buy a Business without Being Had: Successfully Negotiating the Purchase of a Small Business,Jack Gibson,1426936184,978-1426936180,Business,"Before you start wading through the buying process, it's imperative to learn how to avoid scams and evaluate businesses.
John V. M. Gibson, who has been helping buyers and sellers for more than thirty years, helps you do your due diligence. Make it a point to gain all the knowledge you can as you think about the most important purchase of your life.

Determine how to value, negotiate, and then buy a business and come out a winner.Learn what constitutes the elements of value, why adjustments to financial statements are important, and how to determine the accuracy of financial data. Gibson also describes procedures for figuring out the most important components of the purchase contract and ensuring a smooth closing.

You'll read case studies that help you discover how assets are hidden and why you should care about excess and unrecorded inventory. All the games that sellers play to take advantage of ignorant buyers are right here, but you'll have to read about them to recognize them.

Make the dream of business ownership come alive and maximize your chances to succeed with ""How to Buy a Business without Being Had.""","https://images-na.ssl-images-amazon.com/images/I/417YBt3jxxL._SX331_BO1,204,203,200_.jpg"
264,BizBuySell Guide To Buying A Small Business: A road map to the successful purchase of a business,Ed Pendarvis,1493628577,978-1493628575,Business,"Produced by BizBuySell, the Internet's largest and most active marketplace for businesses and franchises for sale, written in conjunction with Ed Pendarvis, Founder of The Business Buyers University, this guide provides a detailed overview of the business buying process.This 100-page book will teach you:How to evaluate the purchase of a businessWhat you are actually buying when you buy a business or franchiseThe value drivers of a businessHow to find businesses for saleWhat the three main areas of focus should be onHow financing is key to buying and sellingHow to negotiate a buyer-seller friendly offerThe importance of due-diligence","https://images-na.ssl-images-amazon.com/images/I/51JxWK3apKL._SX331_BO1,204,203,200_.jpg"
265,"The Lifestyle Business Owner: How to Buy a Business, Grow Your Profits, and Make It Run Without You",Aaron Muller,1683506499,978-1683506492,Business,"The Lifestyle Business Owner reveals how ordinary people can buy a small business in their community, earn a six-figure income, and make the business run without them. Aaron Muller, founder of Lifestyle Business Owner Academy, reveals the 3-step formula he utilized to go from a kid who didn't attend college to the owner of eight companies that run without him. Now it’s your turn to discover the secrets to owning a business that gives you the financial freedom, lifestyle, and contribution you desire.","https://images-na.ssl-images-amazon.com/images/I/519vRyYbgOL._SX331_BO1,204,203,200_.jpg"
266,Mastering Ethereum: Building Smart Contracts and DApps 1st Edition,"Andreas M. Antonopoulos, Gavin Wood Ph. D.",1491971940,978-1491971949,Networking & Cloud Computing,"Ethereum represents the gateway to a worldwide, decentralized computing paradigm. This platform enables you to run decentralized applications (DApps) and smart contracts that have no central points of failure or control, integrate with a payment network, and operate on an open blockchain. With this practical guide, Andreas M. Antonopoulos and Gavin Wood provide everything you need to know about building smart contracts and DApps on Ethereum and other virtual-machine blockchains. Discover why IBM, Microsoft, NASDAQ, and hundreds of other organizations are experimenting with Ethereum. This essential guide shows you how to develop the skills necessary to be an innovator in this growing and exciting new industry. Run an Ethereum client, create and transmit basic transactions, and program smart contracts Learn the essentials of public key cryptography, hashes, and digital signatures Understand how ""wallets"" hold digital keys that control funds and smart contracts Interact with Ethereum clients programmatically using JavaScript libraries and Remote Procedure Call interfaces Learn security best practices, design patterns, and anti-patterns with real-world examples Create tokens that represent assets, shares, votes, or access control rights Build decentralized applications using multiple peer-to-peer (P2P) components","https://images-na.ssl-images-amazon.com/images/I/51X3VeaAZnL._SX379_BO1,204,203,200_.jpg"
267,Systems Performance (Addison-Wesley Professional Computing Series) 2nd Edition,Brendan Gregg,136820158,978-0136820154,Networking & Cloud Computing,"Systems Performance, Second Edition, covers concepts, strategy, tools, and tuning for operating systems and applications, using Linux-based operating systems as the primary example. A deep understanding of these tools and techniques is critical for developers today. Implementing the strategies described in this thoroughly revised and updated edition can lead to a better end-user experience and lower costs, especially for cloud computing environments that charge by the OS instance. Systems performance expert and best-selling author Brendan Gregg summarizes relevant operating system, hardware, and application theory to quickly get professionals up to speed even if they've never analyzed performance before. Gregg then provides in-depth explanations of the latest tools and techniques, including extended BPF, and shows how to get the most out of cloud, web, and large-scale enterprise systems. Key topics covered include Hardware, kernel, and application internals, and how they perform Methodologies for rapid performance analysis of complex systems Optimizing CPU, memory, file system, disk, and networking usage Sophisticated profiling and tracing with perf, Ftrace, and BPF (BCC and bpftrace) Performance challenges associated with cloud computing hypervisors Benchmarking more effectively Featuring up-to-date coverage of Linux operating systems and environments, Systems Performance, Second Edition, also addresses issues that apply to any computer system. The book will be a go-to reference for many years to come and, like the first edition, required reading at leading tech companies. Register your book for convenient access to downloads, updates, and/or corrections as they become available. See inside book for details.","https://images-na.ssl-images-amazon.com/images/I/51964-NuubL._SX382_BO1,204,203,200_.jpg"
268,"Cloud FinOps: Collaborative, Real-Time Cloud Financial Management 1st Edition","J. R. Storment, Mike Fuller",1492054623,978-1492054627,Networking & Cloud Computing,"Applying traditional spend management processes to the cloud will lead to companies losing control of costs and interrupting innovation. Whether you're new to managing cloud spend or a seasoned pro, this book will clarify the often misunderstood workings of cloud billing. You'll learn expert strategies for creating a culture of cloud cost management. Drawing on real-world examples of successes and failures of large-scale cloud spenders, this book outlines a road map for building a culture of Cloud FinOps in your organization. Beginning with fundamental cloud billing concepts, tech execs, finance teams, DevOps leaders, and FinOps practitioners will learn how to build an efficient and effective FinOps machine. Learn how the cloud works when it comes to financial management Set up a FinOps team and build a framework for making spend efficiency a priority Examine the anatomy of a cloud bill and learn how to manage it Get operational recipes for maximizing cloud efficiency Motivate engineering teams to take cost-saving actions Explore the FinOps lifecycle: inform, optimize, and operate Learn the DNA of a highly functional Cloud FinOps culture","https://images-na.ssl-images-amazon.com/images/I/41cBKi+aqeL._SX379_BO1,204,203,200_.jpg"
269,Kubernetes: Up and Running: Dive into the Future of Infrastructure 2nd Edition,"Brendan Burns, Joe Beda, Kelsey Hightower",1492046531,978-1492046530,Networking & Cloud Computing,"Kubernetes radically changes the way applications are built and deployed in the cloud. Since its introduction in 2014, this container orchestrator has become one of the largest and most popular open source projects in the world. The updated edition of this practical book shows developers and ops personnel how Kubernetes and container technology can help you achieve new levels of velocity, agility, reliability, and efficiency.

Kelsey Hightower, Brendan Burns, and Joe Beda—who’ve worked on Kubernetes at Google and beyond—explain how this system fits into the lifecycle of a distributed application. You’ll learn how to use tools and APIs to automate scalable distributed systems, whether it’s for online services, machine learning applications, or a cluster of Raspberry Pi computers.

Create a simple cluster to learn how Kubernetes works
Dive into the details of deploying an application using Kubernetes
Learn specialized objects in Kubernetes, such as DaemonSets, jobs, ConfigMaps, and secrets
Explore deployments that tie together the lifecycle of a complete application
Get practical examples of how to develop and deploy real-world applications in Kubernetes","https://images-na.ssl-images-amazon.com/images/I/41TAUrPojWL._SX379_BO1,204,203,200_.jpg"
270,"Cloud Native DevOps with Kubernetes: Building, Deploying, and Scaling Modern Applications in the Cloud 1st Edition","John Arundel, Justin Domingus",1492040762,978-1492040767,Networking & Cloud Computing,"Kubernetes is the operating system of the cloud native world, providing a reliable and scalable platform for running containerized workloads. In this friendly, pragmatic book, cloud experts John Arundel and Justin Domingus show you what Kubernetes can do--and what you can do with it. You'll learn all about the Kubernetes ecosystem, and use battle-tested solutions to everyday problems. You'll build, step by step, an example cloud native application and its supporting infrastructure, along with a development environment and continuous deployment pipeline that you can use for your own applications. Understand containers and Kubernetes from first principles; no experience necessary Run your own clusters or choose a managed Kubernetes service from Amazon, Google, and others Use Kubernetes to manage resource usage and the container lifecycle Optimize clusters for cost, performance, resilience, capacity, and scalability Learn the best tools for developing, testing, and deploying your applications Apply the latest industry practices for security, observability, and monitoring Adopt DevOps principles to help make your development teams lean, fast, and effective","https://images-na.ssl-images-amazon.com/images/I/51JGAv4pKvS._SX379_BO1,204,203,200_.jpg"
271,Introduction to Emergency Management 7th Edition,"Jane Bullock, George Haddow, Damon P. Coppola",128171391,978-0128171394,Economics,"Introduction to Emergency Management, Seventh Edition, sets the standard for excellence in the field and has educated a generation of emergency managers. This long-trusted resource provides a broad overview of the key aspects of the emergency management profession. Readers will gain an understanding of why the emergency management profession exists, what actions its professionals and practitioners are tasked with performing, and what achievements are sought through the conduct of these various efforts. Students and new professionals alike will further gain an enhanced understanding of key terminology and concepts that enable them to work with emergency management specialists.

Emphasizes climate change as a key hazard faced by disaster managers
Includes coverage of social media as a critical tool in emergency management
Contains updated ancillaries, new examples, and case studies throughout","https://images-na.ssl-images-amazon.com/images/I/51WOlbDKZZL._SX404_BO1,204,203,200_.jpg"
272,Billionaire Wilderness: The Ultra-Wealthy and the Remaking of the American West (Princeton Studies in Cultural Sociology),Justin Farrell,691217122,978-0691217123,Economics,"A revealing look at the intersection of wealth, philanthropy, and conservation

Billionaire Wilderness takes you inside the exclusive world of the ultra-wealthy, showing how today's richest people are using the natural environment to solve the existential dilemmas they face. Justin Farrell spent five years in Teton County, Wyoming, the richest county in the United States, and a community where income inequality is the worst in the nation. He conducted hundreds of in-depth interviews, gaining unprecedented access to tech CEOs, Wall Street financiers, and other prominent figures in business and politics. He also talked with the rural poor who live among the ultra-wealthy and often work for them. The result is a penetrating account of the far-reaching consequences of the massive accrual of wealth and a troubling portrait of a changing American West where romanticizing rural poverty and conserving nature can be lucrative, socially as well as financially.","https://images-na.ssl-images-amazon.com/images/I/41AyM4WL4oL._SX329_BO1,204,203,200_.jpg"
273,"Global Issues: An Introduction, 6th Edition 6th Edition","Kristen A. Hite, John L. Seitz",1119538505,978-1119538509,Economics,"An introduction to the most important issues facing an increasingly globalized world with this thoroughly updated and revised sixth edition. Global Issues is an accessible, wide-ranging introduction to the major environmental and development issues confronting the modern world. Spanning disciplines such as political science, economics, sociology, ecology, international relations, and development studies, this popular textbook enables students to develop a broad perspective on the relationships between nations, society, corporations, and the environment in various contexts. Exploring issues surrounding wealth, poverty, inequality, climate change, natural resources, pollution, technology, and others, the text illustrates the importance of global solutions to the issues facing increasingly interdependent nations around the world. This sixth edition has been extensively revised to ensure contemporary relevance, featuring updated case studies and compelling research on food security, poverty, and the impact of climate change on development. New discussions explore energy, the UN Sustainable Development Goals, differences in the social and economic conditions of rich and poor countries, and environmental trends. Providing an integrated, multidisciplinary perspective, this unique text: Examines the intersection of development, inequality, environment, and society Covers topically relevant issues such as population growth, shifting demographics, renewable energy, and the threats that development poses to the environment Discusses possible future scenarios and governance concerns related to global issues Explores shifts in traditional development pathways and policies around the world Offers numerous student-friendly features, including chapter summaries, a glossary of key terms, further reading suggestions, and extensive online media and learning tools Global Issues: An Introduction, Sixth Edition is an ideal entry-level textbook for a range of courses including global studies, international studies, environmental studies, geography, politics, sociology, sustainable development,","https://images-na.ssl-images-amazon.com/images/I/51X6ImgqOvL._SX346_BO1,204,203,200_.jpg"
274,"Sacred Economics, Revised: Money, Gift & Society in the Age of Transition",Charles Eisenstein,1623175763,978-1623175764,Economics,"Expanded and updated, Charles Eisenstein's classic treatise on capitalism, currency, and the gift economy. This revised version traces the history of money, from ancient gift economies to modern capitalism, and includes new material on cryptocurrencies and emerging research that has come out since the book's original publication. Charles Eisenstein shows how capitalism contributes to alienation, competition, and scarcity; destroys community; and necessitates endless growth at the cost of social and environmental devastation. Today, these trends have reached their extreme--and their collapse presents a golden opportunity to transition to a more connected, ecological, and sustainable way of being. Eisenstein describes the deeper narratives beneath our economic system, and how we can reimagine it to align with a new story. Applying a broadly integrated synthesis of theory, policy, and practice, he explores avant-garde concepts of the New Economics, including negative-interest currencies, local economies, gift economics, cryptocurrencies, and the restoration of the commons. Tapping into a rich lineage of conventional and unconventional economic thought, Eisenstein presents a vision that is original yet commonsense, radical yet gentle, and increasingly relevant as the crises of our civilization deepen.","https://images-na.ssl-images-amazon.com/images/I/51Oi8YFgj1L._SX331_BO1,204,203,200_.jpg"
275,Renewable Energy Finance: Theory and Practice 1st Edition,"Santosh Raikar, Seabron Adamson",128164417,978-0128164419,Economics,"Renewable Energy Finance: Theory and Practice integrates the special characteristics of renewable energy with key elements of project finance. Through a mixture of fundamental analysis and real-life examples, readers learn how renewable energy project finance works in actual deals that mix finance, public policy, legal, engineering and environmental issues. The skills developed in analyzing non-recourse cash flow-based finance are applicable not only to green energy, but also apply more widely in project finance and infrastructure investing. The book's comparisons of developed and developing countries make it valuable to readers worldwide. Presents real world cases in each chapter Includes a companion website that contains renewable energy project finance models and other resources Supports efforts to achieve environmental sustainability through renewable financing projects and cleaner production techniques","https://images-na.ssl-images-amazon.com/images/I/41ImU0y8ZNL._SX331_BO1,204,203,200_.jpg"
276,Mechanical Engineering for Makers: A Hands-on Guide to Designing and Making Physical Things 1st Edition,"Brian Bunnell, Samer Najia",1680455877,978-1680455878,Engineering,"This practical, user-friendly reference book of common mechanical engineering concepts is geared toward makers who don't have (or want) an engineering degree but need to know the essentials of basic mechanical elements to successfully accomplish their personal projects. The book provides practical mechanical engineering information (supplemented with the applicable math, science, physics, and engineering theory) without being boring like a typical textbook. Most chapters contain at least one hands-on, fully illustrated, step-by-step project to demonstrate the topic being discussed and requires only common, inexpensive, easily sourced materials and tools. Some projects also provide alternative materials and tools and processes to align with the reader's individual preferences, skills, tools, and materials-at-hand. Linked together via the authors' overarching project -- building a kid-sized tank -- the chapters describe the thinking behind each mechanism and then expands the discussions to similar mechanical concepts in other applications. Written with humor, a bit of irreverence, and entertaining personal insights and first-hand experiences, the book presents complex concepts in an uncomplicated way. Highlights include: Provides mechanical engineering information that includes math, science, physics and engineering theory without being a textbook Contains hands-on projects in each chapter that require common, inexpensive, easily sourced materials and tools All hands-on projects are fully illustrated with step-by-step instructions Some hands-on projects provide alternative materials and tools/processes to align with the reader's individual preferences, skills, tools and materials-at-hand Includes real-world insights from the authors like tips and tricks (""Staying on Track"") and fail moments (""Lost Track!"") Many chapters contain a section (""Tracking Further"") that dives deeper into the chapter subject, for those readers that are interested in more details of the topic Builds on two related Make: projects to link and illustrate all the chapter topics and bring individual concepts together into one system Furnishes an accompanying website that offers further information, illustrations, projects, discussion boards, videos, animations, patterns, drawings, etc. Learn to effectively use professional mechanical engineering principles in your projects, without having to graduate from engineering school!","https://images-na.ssl-images-amazon.com/images/I/5147hsQX2rL._SX406_BO1,204,203,200_.jpg"
277,Basic Machines and How They Work Revised (1994) Edition,Naval Education And Training Program,486217094,978-0486217093,Engineering,"This revised edition of an extremely clear Navy training manual leaves nothing to be desired in its presentation. Thorough in its coverage of basic theory, from the lever and inclined plane to internal combustion engines and power trains, it requires nothing more than an understanding of the most elementary mathematics. 
Beginning with the simplest of machines — the lever — the text proceeds to discussions of the block and tackle (pulleys and hoists), wheel and axle, the inclined plane and the wedge, the screw, and different types of gears (simple, spur, bevel, herringbone, spiral, worm, etc.). A chapter on the concept of work discusses the measurement of work, friction, and efficiency; this is followed by investigations of power, force, and pressure, with explanations of the uses of scales, balances, gauges, and barometers. The fundamentals of hydrostatic and hydraulic machines (such as the hydraulic braking system and the hydraulic press) are discussed in detail. 
The remaining chapters cover machine elements (bearings and springs), basic mechanisms (gear differential, couplings, cams, clutches), the internal combustion engine and power trains (including explanations of various transmission systems — synchromesh, auxiliary, etc.). 
Every concept is clearly defined, and discussions always build easily from elementary theory to specific applications familiar to anyone with the slightest interest in mechanics. Important concepts, machine components, and techniques are clearly illustrated in more than 200 diagrams, drawings, and cross-sections that reveal inner workings — all of these help to clarify even further an already clear and well-organized presentation. 
Although it was originally designed for use in U.S. Naval Training Schools, this book can be used to great advantage as a basic text in mechanical engineering in standard technical schools, and it will be immensely valuable even to lay readers who desire a basic knowledge of mechanics.","https://images-na.ssl-images-amazon.com/images/I/51g+YZjv5-L._SX349_BO1,204,203,200_.jpg"
278,Exploring Arduino: Tools and Techniques for Engineering Wizardry 2nd Edition,Jeremy Blum,1119405378,978-1119405375,Engineering,"The bestselling beginner Arduino guide, updated with new projects Exploring Arduino makes electrical engineering and embedded software accessible. Learn step by step everything you need to know about electrical engineering, programming, and human-computer interaction through a series of increasingly complex projects. Arduino guru Jeremy Blum walks you through each build, providing code snippets and schematics that will remain useful for future projects. Projects are accompanied by downloadable source code, tips and tricks, and video tutorials to help you master Arduino. You'll gain the skills you need to develop your own microcontroller projects This new 2nd edition has been updated to cover the rapidly-expanding Arduino ecosystem, and includes new full-color graphics for easier reference. Servo motors and stepper motors are covered in richer detail, and you'll find more excerpts about technical details behind the topics covered in the book. Wireless connectivity and the Internet-of-Things are now more prominently featured in the advanced projects to reflect Arduino's growing capabilities. You'll learn how Arduino compares to its competition, and how to determine which board is right for your project. If you're ready to start creating, this book is your ultimate guide Get up to date on the evolving Arduino hardware, software, and capabilities Build projects that interface with other devices--wirelessly Learn the basics of electrical engineering and programming Access downloadable materials and source code for every project Whether you're a first-timer just starting out in electronics, or a pro looking to mock-up more complex builds, Arduino is a fantastic tool for building a variety of devices. This book offers a comprehensive tour of the hardware itself, plus in-depth introduction to the various peripherals, tools, and techniques used to turn your little Arduino device into something useful, artistic, and educational","https://images-na.ssl-images-amazon.com/images/I/51UPe+gEYML._SX397_BO1,204,203,200_.jpg"
279,"PPI Mechanical Engineering Practice Problems, 14th Edition – Comprehensive Practice Guide for the NCEES PE Mechanical Exam Revised, Fourteenth Edition",Michael R. Lindeburg PE,1591266653,978-1591266655,Engineering,"Comprehensive Practice for the NCEES PE Mechanical Exams

This Michael R. Lindeburg, PE classic has undergone an intensive transformation to ensure focused practice for the NCEES exams: HVAC and Refrigeration, Machine Design and Materials, and Thermal and Fluid Systems.
 
The only resource examinees can use during the test will be the NCEES PE Mechanical Reference Handbook. To succeed on exam day, you need to know how to solve problems using that resource. Mechanical Engineering Practice Problems makes that connection for you by using only NCEES equations in the problems and solutions.

Topics Covered
Fluids
Thermodynamics
Power Cycles
Heat Transfer
HVAC
Statics
Materials
Machine Design
Dynamics and Vibrations
Control Systems
Plant Engineering
Economics
Law and Ethics

Key Features
Curated high priority exam-like questions
Step-by-step solutions demonstrate how to solve using only NCEES handbook equations
All NCEES equations are highlighted in blue for quick access
All problems can be solved using NCEES Handbook
Problem and chapters align with Mechanical Engineering Reference Manual so you can review and practice easily
Binding: Paperback
Publisher: PPI, A Kaplan Company","https://images-na.ssl-images-amazon.com/images/I/510WnBcIdyL._SX384_BO1,204,203,200_.jpg"
280,"Encyclopedia of Electronic Components Volume 1: Resistors, Capacitors, Inductors, Switches, Encoders, Relays, Transistors",Charles Platt,1449333893,978-1449333898,Engineering,"Want to know how to use an electronic component? This first book of a three-volume set includes key information on electronics parts for your projects—complete with photographs, schematics, and diagrams. You’ll learn what each one does, how it works, why it’s useful, and what variants exist. No matter how much you know about electronics, you’ll find fascinating details you’ve never come across before.

Convenient, concise, well-organized, and precise

Perfect for teachers, hobbyists, engineers, and students of all ages, this reference puts reliable, fact-checked information right at your fingertips—whether you’re refreshing your memory or exploring a component for the first time. Beginners will quickly grasp important concepts, and more experienced users will find the specific details their projects require.

Unique: the first and only encyclopedia set on electronic components, distilled into three separate volumes
Incredibly detailed: includes information distilled from hundreds of sources
Easy to browse: parts are clearly organized by component type
Authoritative: fact-checked by expert advisors to ensure that the information is both current and accurate
Reliable: a more consistent source of information than online sources, product datasheets, and manufacturer’s tutorials
Instructive: each component description provides details about substitutions, common problems, and workarounds
Comprehensive: Volume 1 covers power, electromagnetism, and discrete semi-conductors; Volume 2 includes integrated circuits, and light and sound sources; Volume 3 covers a range of sensing devices.","https://images-na.ssl-images-amazon.com/images/I/51y362Rv6kL._SX408_BO1,204,203,200_.jpg"
281,The Law,Frederic Bastiat,1940177014,978-1940177014,Law,"""Socialism, like the ancient ideas from which it springs,
confuses the distinction between government and society. As a result of this, every time we object to a thing being done by government, the socialists conclude that we object to its being done at all. We disapprove of state education. Then the socialists say that we are opposed to any education. We object to a state religion. Then the socialists say that we want no religion at all. We object to a state-enforced equality. Then they say that we are against equality. And so on, and so on. It is as if the socialists were to accuse us of not wanting persons to eat because we do not want the state to raise grain.""
- Frédéric Bastiat","https://images-na.ssl-images-amazon.com/images/I/51tutyFeczL._SX322_BO1,204,203,200_.jpg"
282,North Carolina Crimes: A Guidebook on the Elements of Crime Seventh Edition,Jessica Smith,156011682X,978-1560116820,Law,"The seventh edition updates the sixth edition with new offenses, legislative changes, and case law. New features of this edition include full case citations and case names replacing shortened case citations; a table of cases; and many new additional notes, such as those regarding charging issues, multiple convictions and punishments, defenses, and exceptions. Also, an improved book design will make this edition easier to use and ensure that readers quickly find what they need. The seventh edition replaces the sixth edition, 2007, and all previous editions and supplements.The 2016 Cumulative Supplement to North Carolina Crimes is availbale for purchase (https: //www.sog.unc.edu/publications/books/2016-cumulative-supplement-north-carolina-crimes-guidebook-elements-crime-subscription-nc-crimes).The School of Government is excited to offer a new, web-based edition of North Carolina Crimes: A Guidebook on the Elements of Crime, Seventh Edition, 2012, by Jessica Smith. Your subscription includes future enhancements and updates to the product through March 1, 2018.Features of the online version include-Keyword searching-Linking to cross-references-Printable pages throughout the site-Accessibility anywhere your electronic device can connect to the InternetCollapsible and expandable statutes.","https://images-na.ssl-images-amazon.com/images/I/41Ejnq9DeuL._SX383_BO1,204,203,200_.jpg"
